event_id,customer_id,user_id,event_timestamp,event_name,source_system,properties
33,1,1,2026-04-11,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 7, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
34,1,1,2026-05-12,workflow_created,clay_app_events,"{""workflow_run_id"": 8, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
35,1,3,2026-05-12,workflow_run_started,clay_app_events,"{""workflow_run_id"": 8, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
36,1,2,2026-05-12,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 8, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
37,1,2,2026-05-12,lead_enriched,clay_app_events,"{""workflow_run_id"": 8, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
38,1,1,2026-05-12,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 8, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
39,1,1,2026-04-20,workflow_created,clay_app_events,"{""workflow_run_id"": 9, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
40,1,4,2026-04-20,workflow_run_started,clay_app_events,"{""workflow_run_id"": 9, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
41,1,1,2026-04-20,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 9, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
42,1,4,2026-04-20,lead_enriched,clay_app_events,"{""workflow_run_id"": 9, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
43,1,2,2026-04-20,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 9, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
44,2,8,2026-04-30,workflow_created,clay_app_events,"{""workflow_run_id"": 10, ""workflow_category"": ""personalized_outbound"", ""status"": ""failed""}"
45,2,8,2026-04-30,workflow_run_started,clay_app_events,"{""workflow_run_id"": 10, ""workflow_category"": ""personalized_outbound"", ""status"": ""failed""}"
46,2,10,2026-04-30,workflow_run_failed,clay_app_events,"{""workflow_run_id"": 10, ""workflow_category"": ""personalized_outbound"", ""status"": ""failed""}"
47,2,9,2026-05-02,workflow_created,clay_app_events,"{""workflow_run_id"": 11, ""workflow_category"": ""lead_enrichment"", ""status"": ""completed""}"
48,2,5,2026-05-02,workflow_run_started,clay_app_events,"{""workflow_run_id"": 11, ""workflow_category"": ""lead_enrichment"", ""status"": ""completed""}"
49,2,8,2026-05-02,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 11, ""workflow_category"": ""lead_enrichment"", ""status"": ""completed""}"
50,2,8,2026-05-02,lead_enriched,clay_app_events,"{""workflow_run_id"": 11, ""workflow_category"": ""lead_enrichment"", ""status"": ""completed""}"
51,2,10,2026-05-02,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 11, ""workflow_category"": ""lead_enrichment"", ""status"": ""completed""}"
52,2,6,2026-04-26,workflow_created,clay_app_events,"{""workflow_run_id"": 12, ""workflow_category"": ""personalized_outbound"", ""status"": ""failed""}"
53,2,5,2026-04-26,workflow_run_started,clay_app_events,"{""workflow_run_id"": 12, ""workflow_category"": ""personalized_outbound"", ""status"": ""failed""}"
54,2,8,2026-04-26,workflow_run_failed,clay_app_events,"{""workflow_run_id"": 12, ""workflow_category"": ""personalized_outbound"", ""status"": ""failed""}"
55,2,8,2026-06-03,workflow_created,clay_app_events,"{""workflow_run_id"": 13, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
56,2,10,2026-06-03,workflow_run_started,clay_app_events,"{""workflow_run_id"": 13, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
57,2,6,2026-06-03,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 13, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
58,2,7,2026-06-03,lead_enriched,clay_app_events,"{""workflow_run_id"": 13, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
59,2,8,2026-06-03,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 13, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
60,2,7,2026-05-03,workflow_created,clay_app_events,"{""workflow_run_id"": 14, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
61,2,9,2026-05-03,workflow_run_started,clay_app_events,"{""workflow_run_id"": 14, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
62,2,8,2026-05-03,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 14, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
63,2,8,2026-05-03,lead_enriched,clay_app_events,"{""workflow_run_id"": 14, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
64,2,5,2026-05-03,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 14, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
65,2,6,2026-05-12,workflow_created,clay_app_events,"{""workflow_run_id"": 15, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
66,2,7,2026-05-12,workflow_run_started,clay_app_events,"{""workflow_run_id"": 15, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
67,2,8,2026-05-12,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 15, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
68,2,8,2026-05-12,lead_enriched,clay_app_events,"{""workflow_run_id"": 15, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
69,2,5,2026-05-12,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 15, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
70,2,8,2026-04-10,workflow_created,clay_app_events,"{""workflow_run_id"": 16, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
71,2,7,2026-04-10,workflow_run_started,clay_app_events,"{""workflow_run_id"": 16, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
72,2,8,2026-04-10,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 16, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
73,2,7,2026-04-10,lead_enriched,clay_app_events,"{""workflow_run_id"": 16, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
74,2,5,2026-04-10,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 16, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
75,2,7,2026-04-20,workflow_created,clay_app_events,"{""workflow_run_id"": 17, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
76,2,7,2026-04-20,workflow_run_started,clay_app_events,"{""workflow_run_id"": 17, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
77,2,6,2026-04-20,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 17, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
78,2,9,2026-04-20,lead_enriched,clay_app_events,"{""workflow_run_id"": 17, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
79,2,9,2026-04-20,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 17, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
80,2,9,2026-06-16,workflow_created,clay_app_events,"{""workflow_run_id"": 18, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
81,2,10,2026-06-16,workflow_run_started,clay_app_events,"{""workflow_run_id"": 18, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
82,2,10,2026-06-16,workflow_run_failed,clay_app_events,"{""workflow_run_id"": 18, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
83,2,7,2026-06-25,workflow_created,clay_app_events,"{""workflow_run_id"": 19, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
84,2,10,2026-06-25,workflow_run_started,clay_app_events,"{""workflow_run_id"": 19, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
85,2,8,2026-06-25,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 19, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
86,2,10,2026-06-25,lead_enriched,clay_app_events,"{""workflow_run_id"": 19, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
87,2,6,2026-06-25,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 19, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
88,3,13,2026-04-17,workflow_created,clay_app_events,"{""workflow_run_id"": 20, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
89,3,13,2026-04-17,workflow_run_started,clay_app_events,"{""workflow_run_id"": 20, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
90,3,14,2026-04-17,workflow_run_failed,clay_app_events,"{""workflow_run_id"": 20, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
91,3,12,2026-05-24,workflow_created,clay_app_events,"{""workflow_run_id"": 21, ""workflow_category"": ""ai_account_research"", ""status"": ""failed""}"
92,3,13,2026-05-24,workflow_run_started,clay_app_events,"{""workflow_run_id"": 21, ""workflow_category"": ""ai_account_research"", ""status"": ""failed""}"
93,3,11,2026-05-24,workflow_run_failed,clay_app_events,"{""workflow_run_id"": 21, ""workflow_category"": ""ai_account_research"", ""status"": ""failed""}"
94,3,11,2026-05-08,workflow_created,clay_app_events,"{""workflow_run_id"": 22, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
95,3,11,2026-05-08,workflow_run_started,clay_app_events,"{""workflow_run_id"": 22, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
96,3,14,2026-05-08,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 22, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
97,3,14,2026-05-08,lead_enriched,clay_app_events,"{""workflow_run_id"": 22, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
98,3,11,2026-05-08,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 22, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
99,3,14,2026-05-19,workflow_created,clay_app_events,"{""workflow_run_id"": 23, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
100,3,13,2026-05-19,workflow_run_started,clay_app_events,"{""workflow_run_id"": 23, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
101,3,14,2026-05-19,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 23, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
102,3,13,2026-05-19,lead_enriched,clay_app_events,"{""workflow_run_id"": 23, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
103,3,11,2026-05-19,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 23, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
104,4,15,2026-06-05,workflow_created,clay_app_events,"{""workflow_run_id"": 24, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
105,4,17,2026-06-05,workflow_run_started,clay_app_events,"{""workflow_run_id"": 24, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
106,4,15,2026-06-05,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 24, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
107,4,16,2026-06-05,lead_enriched,clay_app_events,"{""workflow_run_id"": 24, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
108,4,17,2026-06-05,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 24, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
109,4,16,2026-06-02,workflow_created,clay_app_events,"{""workflow_run_id"": 25, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
110,4,16,2026-06-02,workflow_run_started,clay_app_events,"{""workflow_run_id"": 25, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
111,4,16,2026-06-02,workflow_run_failed,clay_app_events,"{""workflow_run_id"": 25, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
112,4,17,2026-05-30,workflow_created,clay_app_events,"{""workflow_run_id"": 26, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
113,4,16,2026-05-30,workflow_run_started,clay_app_events,"{""workflow_run_id"": 26, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
114,4,16,2026-05-30,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 26, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
115,4,15,2026-05-30,lead_enriched,clay_app_events,"{""workflow_run_id"": 26, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
116,4,15,2026-05-30,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 26, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
117,4,17,2026-05-01,workflow_created,clay_app_events,"{""workflow_run_id"": 27, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
118,4,15,2026-05-01,workflow_run_started,clay_app_events,"{""workflow_run_id"": 27, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
119,4,17,2026-05-01,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 27, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
120,4,16,2026-05-01,lead_enriched,clay_app_events,"{""workflow_run_id"": 27, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
121,4,15,2026-05-01,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 27, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
122,4,15,2026-06-20,workflow_created,clay_app_events,"{""workflow_run_id"": 28, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
123,4,16,2026-06-20,workflow_run_started,clay_app_events,"{""workflow_run_id"": 28, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
124,4,15,2026-06-20,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 28, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
125,4,17,2026-06-20,lead_enriched,clay_app_events,"{""workflow_run_id"": 28, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
126,4,17,2026-06-20,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 28, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
127,4,16,2026-06-05,workflow_created,clay_app_events,"{""workflow_run_id"": 29, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
128,4,16,2026-06-05,workflow_run_started,clay_app_events,"{""workflow_run_id"": 29, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
129,4,16,2026-06-05,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 29, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
130,4,17,2026-06-05,lead_enriched,clay_app_events,"{""workflow_run_id"": 29, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
131,4,17,2026-06-05,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 29, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
132,4,17,2026-06-09,workflow_created,clay_app_events,"{""workflow_run_id"": 30, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
133,4,15,2026-06-09,workflow_run_started,clay_app_events,"{""workflow_run_id"": 30, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
134,4,16,2026-06-09,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 30, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
135,4,17,2026-06-09,lead_enriched,clay_app_events,"{""workflow_run_id"": 30, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
136,4,15,2026-06-09,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 30, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
137,4,17,2026-07-20,workflow_created,clay_app_events,"{""workflow_run_id"": 31, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
138,4,16,2026-07-20,workflow_run_started,clay_app_events,"{""workflow_run_id"": 31, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
139,4,17,2026-07-20,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 31, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
140,4,15,2026-07-20,lead_enriched,clay_app_events,"{""workflow_run_id"": 31, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
141,4,17,2026-07-20,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 31, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
142,4,15,2026-05-10,workflow_created,clay_app_events,"{""workflow_run_id"": 32, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
143,4,16,2026-05-10,workflow_run_started,clay_app_events,"{""workflow_run_id"": 32, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
144,4,16,2026-05-10,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 32, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
145,4,16,2026-05-10,lead_enriched,clay_app_events,"{""workflow_run_id"": 32, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
146,4,16,2026-05-10,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 32, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
147,4,16,2026-05-27,workflow_created,clay_app_events,"{""workflow_run_id"": 33, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
148,4,17,2026-05-27,workflow_run_started,clay_app_events,"{""workflow_run_id"": 33, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
149,4,17,2026-05-27,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 33, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
150,4,15,2026-05-27,lead_enriched,clay_app_events,"{""workflow_run_id"": 33, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
151,4,15,2026-05-27,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 33, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""completed""}"
152,4,17,2026-06-04,workflow_created,clay_app_events,"{""workflow_run_id"": 34, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
153,4,17,2026-06-04,workflow_run_started,clay_app_events,"{""workflow_run_id"": 34, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
154,4,15,2026-06-04,workflow_run_failed,clay_app_events,"{""workflow_run_id"": 34, ""workflow_category"": ""waterfall_enrichment"", ""status"": ""failed""}"
155,4,16,2026-05-20,workflow_created,clay_app_events,"{""workflow_run_id"": 35, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
156,4,16,2026-05-20,workflow_run_started,clay_app_events,"{""workflow_run_id"": 35, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
157,4,16,2026-05-20,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 35, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
158,4,17,2026-05-20,lead_enriched,clay_app_events,"{""workflow_run_id"": 35, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
159,4,16,2026-05-20,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 35, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
160,4,16,2026-06-17,workflow_created,clay_app_events,"{""workflow_run_id"": 36, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
161,4,17,2026-06-17,workflow_run_started,clay_app_events,"{""workflow_run_id"": 36, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
162,4,15,2026-06-17,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 36, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
163,4,16,2026-06-17,lead_enriched,clay_app_events,"{""workflow_run_id"": 36, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
164,4,16,2026-06-17,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 36, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
165,4,15,2026-06-19,workflow_created,clay_app_events,"{""workflow_run_id"": 37, ""workflow_category"": ""lead_enrichment"", ""status"": ""completed""}"
166,4,15,2026-06-19,workflow_run_started,clay_app_events,"{""workflow_run_id"": 37, ""workflow_category"": ""lead_enrichment"", ""status"": ""completed""}"
167,4,17,2026-06-19,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 37, ""workflow_category"": ""lead_enrichment"", ""status"": ""completed""}"
168,4,15,2026-06-19,lead_enriched,clay_app_events,"{""workflow_run_id"": 37, ""workflow_category"": ""lead_enrichment"", ""status"": ""completed""}"
169,4,16,2026-06-19,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 37, ""workflow_category"": ""lead_enrichment"", ""status"": ""completed""}"
170,4,15,2026-05-10,workflow_created,clay_app_events,"{""workflow_run_id"": 38, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
171,4,15,2026-05-10,workflow_run_started,clay_app_events,"{""workflow_run_id"": 38, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
172,4,16,2026-05-10,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 38, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
173,4,15,2026-05-10,lead_enriched,clay_app_events,"{""workflow_run_id"": 38, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
174,4,17,2026-05-10,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 38, ""workflow_category"": ""crm_sync"", ""status"": ""completed""}"
175,4,15,2026-07-12,workflow_created,clay_app_events,"{""workflow_run_id"": 39, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
176,4,16,2026-07-12,workflow_run_started,clay_app_events,"{""workflow_run_id"": 39, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
177,4,15,2026-07-12,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 39, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
178,4,15,2026-07-12,lead_enriched,clay_app_events,"{""workflow_run_id"": 39, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
179,4,17,2026-07-12,crm_sync_completed,clay_app_events,"{""workflow_run_id"": 39, ""workflow_category"": ""ai_account_research"", ""status"": ""completed""}"
180,4,16,2026-05-04,workflow_created,clay_app_events,"{""workflow_run_id"": 40, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
181,4,16,2026-05-04,workflow_run_started,clay_app_events,"{""workflow_run_id"": 40, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
182,4,17,2026-05-04,workflow_run_completed,clay_app_events,"{""workflow_run_id"": 40, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
183,4,17,2026-05-04,lead_enriched,clay_app_events,"{""workflow_run_id"": 40, ""workflow_category"": ""personalized_outbound"", ""status"": ""completed""}"
